id_venda,data_venda,produto,quantidade,preco_unitario,forma_pagamento,nome_cliente,cpf_cliente,vendedor,valor_total,mes,mes_nome,dia_semana
322,2023-03-07,Short Jeans 40,1,77.18,Dinheiro,Gloria Siqueira,869.993.867-74,Carlos Souza,77.18,3,March,Tuesday
446,2023-06-28,Sandália Rasteira 36,2,63.97,Cartão de Débito,Terezinha Barros,777.520.471-16,Ana Lima,127.94,6,June,Wednesday
11,2023-08-17,Short Jeans 40,1,70.93,Cartão de Débito,Cristiane Assis,966.319.314-91,Carlos Souza,70.93,8,August,Thursday
331,2023-07-07,Sandália Rasteira 36,1,61.91,Pix,Leandro Borges,262.045.053-31,Não identificado,61.91,7,July,Friday
480,2023-03-13,Camiseta Básica M,2,47.4,Cartão de Débito,Simone Castro,869.993.867-74,Roberto Dias,94.8,3,March,Monday
228,2023-02-07,Meia Kit C/3,1,23.03,Cartão de Débito,Lucia Ferreira,781.618.495-93,Ana Lima,23.03,2,February,Tuesday
216,2023-06-26,Boné Aba Curva,1,51.35,Cartão de Débito,Waldemar Faustino,400.842.710-94,Fernanda Costa,51.35,6,June,Monday
178,2023-10-21,Vestido Floral P,4,92.93,Dinheiro,Dilma Couto,379.965.075-27,Carlos Souza,371.72,10,October,Saturday
243,2023-08-15,Jaqueta Couro M,1,304.34,Cartão de Débito,Alexandre Pires,693.406.088-35,Roberto Dias,304.34,8,August,Tuesday
68,2023-04-25,Camiseta Básica M,2,45.28,Pix,Cristina Duarte,401.965.569-81,Carlos Souza,90.56,4,April,Tuesday
278,2023-09-17,Vestido Floral P,1,84.47,Pix,Edmundo Avelar,518.233.749-89,Roberto Dias,84.47,9,September,Sunday
350,2023-10-08,Meia Kit C/3,1,24.060000000000002,Dinheiro,Denise Rezende,163.287.083-17,Roberto Dias,24.060000000000002,10,October,Sunday
214,2023-11-11,Sandália Rasteira 36,1,69.9,Dinheiro,Hilton Bessa,740.344.713-49,Roberto Dias,69.9,11,November,Saturday
151,2023-07-04,Camiseta Básica M,1,49.9,Dinheiro,Diego Martins,458.685.014-29,Roberto Dias,49.9,7,July,Tuesday
12,2023-07-16,Vestido Floral P,1,91.17,Cartão de Crédito,Robson Salles,529.912.419-04,Roberto Dias,91.17,7,July,Sunday
267,2023-05-25,Camiseta Básica M,2,45.99,Dinheiro,Felipe Ribeiro,148.932.528-80,Fernanda Costa,91.98,5,May,Thursday
488,2023-03-15,Sandália Rasteira 36,2,61.29,Cartão de Crédito,Viviane Ramos,680.112.805-98,Roberto Dias,122.58,3,March,Wednesday
78,2023-08-06,Camiseta Básica M,1,49.9,Cartão de Débito,Rosangela Vasconcelos,706.562.729-80,Fernanda Costa,49.9,8,August,Sunday
255,2023-08-30,Calça Jeans 42,3,127.42,Cartão de Crédito,Paulo Correia,164.005.242-78,Fernanda Costa,382.26,8,August,Wednesday
76,2023-10-06,Blusa de Frio G,1,90.37,Cartão de Débito,Carolina Fernandes,647.468.723-43,Fernanda Costa,90.37,10,October,Friday
357,2023-03-06,Jaqueta Couro M,1,261.09,Cartão de Crédito,Renata Monteiro,251.354.278-49,Roberto Dias,261.09,3,March,Monday
58,2023-01-27,Meia Kit C/3,1,25.97,Pix,Natalia Brito,514.627.048-28,Carlos Souza,25.97,1,January,Friday
463,2023-11-12,Vestido Floral P,1,87.06,Cartão de Crédito,Leandro Borges,262.045.053-31,Roberto Dias,87.06,11,November,Sunday
85,2023-05-10,Vestido Floral P,2,85.56,Cartão de Crédito,Amanda Cavalcante,754.330.365-41,Carlos Souza,171.12,5,May,Wednesday
56,2023-03-19,Boné Aba Curva,4,39.9,Cartão de Débito,Rafael Mendes,764.835.030-56,Carlos Souza,159.6,3,March,Sunday
40,2023-12-07,Boné Aba Curva,2,38.53,Cartão de Crédito,Everaldo Medeiros,466.889.373-46,Carlos Souza,77.06,12,December,Thursday
148,2023-03-13,Meia Kit C/3,1,22.86,Cartão de Débito,Camila Pereira,287.101.226-91,Não identificado,22.86,3,March,Monday
92,2023-11-13,Sandália Rasteira 36,4,50.45,Cartão de Débito,Pedro Costa,351.161.559-40,Roberto Dias,201.8,11,November,Monday
201,2023-12-11,Boné Aba Curva,4,39.9,Pix,Fernanda Lima,255.341.928-32,Fernanda Costa,159.6,12,December,Monday
42,2023-12-12,Sandália Rasteira 36,1,51.61,Dinheiro,Ivone Guedes,680.112.805-98,Ana Lima,51.61,12,December,Tuesday
45,2023-12-05,Blusa de Frio G,1,87.13,Cartão de Débito,Valdinei Faria,905.865.185-06,Não identificado,87.13,12,December,Tuesday
235,2023-10-11,Camiseta Básica M,3,51.21,Pix,Glaucia Nogueira,278.895.798-68,Fernanda Costa,153.63,10,October,Wednesday
97,2023-06-30,Camiseta Básica M,2,42.5,Cartão de Crédito,Fernanda Lima,255.341.928-32,Roberto Dias,85.0,6,June,Friday
415,2023-07-18,Short Jeans 40,2,70.58,Dinheiro,Fernanda Lima,255.341.928-32,Não identificado,141.16,7,July,Tuesday
355,2023-08-04,Sandália Rasteira 36,1,45.58,Dinheiro,Hilton Bessa,740.344.713-49,Fernanda Costa,45.58,8,August,Friday
345,2023-07-10,Sandália Rasteira 36,3,73.18,Pix,Cristina Duarte,401.965.569-81,Fernanda Costa,219.54000000000002,7,July,Monday
410,2023-04-29,Sandália Rasteira 36,1,61.29,Pix,Henrique Dias,107.991.183-84,Roberto Dias,61.29,4,April,Saturday
189,2023-06-11,Meia Kit C/3,2,22.58,Cartão de Débito,Lucas Freitas,713.315.098-39,Ana Lima,45.16,6,June,Sunday
318,2023-11-29,Tênis Casual 38,2,153.32,Cartão de Crédito,Felipe Ribeiro,148.932.528-80,Roberto Dias,306.64,11,November,Wednesday
150,2023-02-13,Jaqueta Couro M,1,301.93,Cartão de Crédito,Vilma Freire,361.832.421-02,Roberto Dias,301.93,2,February,Monday
450,2023-06-17,Blusa de Frio G,2,95.92,Cartão de Crédito,Rafael Mendes,713.315.098-39,Carlos Souza,191.84,6,June,Saturday
423,2023-01-29,Sandália Rasteira 36,1,42.9,Dinheiro,Regiane Fonseca,781.618.495-93,Carlos Souza,42.9,1,January,Sunday
348,2023-10-08,Vestido Floral P,1,83.95,Cartão de Débito,Renata Monteiro,251.354.278-49,Fernanda Costa,83.95,10,October,Sunday
273,2023-03-09,Jaqueta Couro M,3,289.04,Pix,Rafael Mendes,764.835.030-56,Carlos Souza,867.1200000000001,3,March,Thursday
490,2023-04-10,Short Jeans 40,1,70.3,Pix,Tatiane Cardoso,543.534.624-75,Roberto Dias,70.3,4,April,Monday
241,2023-05-22,Tênis Casual 38,1,158.0,Cartão de Crédito,Larissa Campos,301.031.051-83,Roberto Dias,158.0,5,May,Monday
63,2023-04-03,Meia Kit C/ 3,1,22.35,Pix,Vilma Freire,361.832.421-02,Não identificado,22.35,4,April,Monday
425,2023-06-03,Tênis Casual 38,2,159.9,Pix,Sergio Macedo,176.936.763-20,Carlos Souza,319.8,6,June,Saturday
270,2023-08-26,Camiseta Básica M,1,46.67,Cartão de Crédito,Isabela Gomes,514.627.048-28,Ana Lima,46.67,8,August,Saturday
257,2023-11-14,Camiseta Básica M,1,42.95,Cartão de Crédito,Eliandro Mesquita,529.912.419-04,Carlos Souza,42.95,11,November,Tuesday
249,2023-01-05,Vestido Floral P,2,92.52,Dinheiro,Carolina Fernandes,449.353.487-40,Roberto Dias,185.04,1,January,Thursday
232,2023-04-13,Camiseta Básica M,1,50.25,Pix,Pedro Costa,351.161.559-40,Roberto Dias,50.25,4,April,Thursday
177,2023-11-12,Calça Jeans 42,1,114.79,Cartão de Débito,Beatriz Cunha,208.121.913-61,Fernanda Costa,114.79,11,November,Sunday
191,2023-04-05,Blusa de Frio G,1,96.27,Dinheiro,Deusdete Matos,001.338.908-38,Não identificado,96.27,4,April,Wednesday
33,2023-06-15,Camiseta Básica M,1,43.05,Pix,Vanessa Moreira,473.178.108-01,Fernanda Costa,43.05,6,June,Thursday
28,2023-03-08,Short Jeans 40,2,72.39,Cartão de Débito,Eduardo Pinto,473.829.973-76,Fernanda Costa,144.78,3,March,Wednesday
142,2023-05-27,Camiseta Básica M,3,43.38,Cartão de Crédito,Jair Andrade,877.694.531-47,Carlos Souza,130.14000000000001,5,May,Saturday
217,2023-08-30,Short Jeans 40,1,72.17,Cartão de Débito,Mauricio Sampaio,773.872.148-95,Ana Lima,72.17,8,August,Wednesday
349,2023-07-25,Vestido Floral P,1,78.21,Dinheiro,Elisa Coutinho,653.755.646-41,Carlos Souza,78.21,7,July,Tuesday
258,2023-06-25,Blusa de Frio G,3,86.53,Dinheiro,Waldemar Faustino,400.842.710-94,Carlos Souza,259.59000000000003,6,June,Sunday
137,2023-10-16,Meia Kit C/3,1,24.75,Dinheiro,Tatiane Cardoso,543.534.624-75,Carlos Souza,24.75,10,October,Monday
460,2023-06-09,Sandália Rasteira 36,1,67.44,Dinheiro,Fernanda Lima,255.341.928-32,Roberto Dias,67.44,6,June,Friday
181,2023-08-23,Sandália Rasteira 36,4,47.35,Dinheiro,Mauricio Sampaio,773.872.148-95,Fernanda Costa,189.4,8,August,Wednesday
165,2023-12-30,Camiseta Básica M,1,44.85,Cartão de Crédito,Ana Oliveira,637.940.265-42,Não identificado,44.85,12,December,Saturday
116,2023-03-13,Blusa de Frio G,1,90.25,Dinheiro,Alexandre Pires,693.406.088-35,Fernanda Costa,90.25,3,March,Monday
390,2023-09-05,Calça Jeans 42,3,118.22,Cartão de Débito,Valdinei Faria,905.865.185-06,Não identificado,354.65999999999997,9,September,Tuesday
382,2023-04-07,Short Jeans 40,2,79.65,Dinheiro,Lidiane Pacheco,036.690.967-05,Ana Lima,159.3,4,April,Friday
479,2023-01-21,Boné Aba Curva,1,37.8,Cartão de Débito,Glaucia Nogueira,278.895.798-68,Roberto Dias,37.8,1,January,Saturday
108,2023-07-22,Meia Kit C/ 3,1,22.89,Pix,Regiane Fonseca,680.443.699-57,Fernanda Costa,22.89,7,July,Saturday
360,2023-08-28,Meia Kit C/3,3,24.11,Pix,Miriam Deus,685.574.443-13,Não identificado,72.33,8,August,Monday
298,2023-12-09,Tênis Casual 38,1,152.99,Dinheiro,Elisa Coutinho,653.755.646-41,Roberto Dias,152.99,12,December,Saturday
386,2023-11-21,Blusa de Frio G,2,89.99,Pix,Alexandre Pires,693.406.088-35,Roberto Dias,179.98,11,November,Tuesday
378,2023-11-14,Vestido Floral P,1,85.36,Pix,Alexandre Pires,693.406.088-35,Carlos Souza,85.36,11,November,Tuesday
245,2023-04-09,Boné Aba Curva,3,36.1,Pix,Marcos Teixeira,098.050.097-88,Não identificado,108.30000000000001,4,April,Sunday
333,2023-04-20,Short Jeans 40,2,77.18,Dinheiro,Sueli Queiroz,714.345.581-22,Ana Lima,154.36,4,April,Thursday
59,2023-02-11,Short Jeans 40,2,79.24,Cartão de Crédito,Larissa Campos,301.031.051-83,Fernanda Costa,158.48,2,February,Saturday
123,2023-10-24,Camiseta Básica M,1,52.26,Pix,Carlos Souza,103.413.164-75,Ana Lima,52.26,10,October,Tuesday
172,2023-03-11,Calça Jeans 42,2,132.24,Pix,Glaucia Nogueira,278.895.798-68,Carlos Souza,264.48,3,March,Saturday
105,2023-02-01,Jaqueta Couro M,1,312.3,Pix,Lucas Freitas,713.315.098-39,Não identificado,312.3,2,February,Wednesday
397,2023-11-12,Meia Kit C/ 3,1,21.94,Cartão de Débito,Ailton Bastos,699.016.272-04,Ana Lima,21.94,11,November,Sunday
364,2023-03-25,Jaqueta Couro M,2,302.9,Pix,Glaucia Nogueira,278.895.798-68,Fernanda Costa,605.8,3,March,Saturday
288,2023-09-15,Short Jeans 40,1,79.26,Cartão de Débito,Alexandre Pires,693.406.088-35,Não identificado,79.26,9,September,Friday
35,2023-03-09,Meia Kit C/3,2,25.64,Dinheiro,Sueli Queiroz,714.345.581-22,Não identificado,51.28,3,March,Thursday
287,2023-12-26,Short Jeans 40,1,72.56,Dinheiro,Cristina Duarte,401.965.569-81,Carlos Souza,72.56,12,December,Tuesday
332,2023-05-10,Vestido Floral P,3,89.86,Pix,Terezinha Barros,777.520.471-16,Carlos Souza,269.58,5,May,Wednesday
90,2023-05-21,Calça Jeans 42,2,125.5,Cartão de Crédito,Amanda Cavalcante,754.330.365-41,Não identificado,251.0,5,May,Sunday
498,2023-05-07,Tênis Casual 38,1,136.08,Cartão de Crédito,Rosangela Vasconcelos,706.562.729-80,Ana Lima,136.08,5,May,Sunday
21,2023-11-07,Jaqueta Couro M,1,268.05,Cartão de Crédito,Rosane Leite,716.572.628-49,Não identificado,268.05,11,November,Tuesday
317,2023-09-07,Vestido Floral P,1,83.39,Pix,Juliana Rocha,413.953.767-24,Ana Lima,83.39,9,September,Thursday
239,2023-09-25,Meia Kit C/3,1,25.97,Cartão de Crédito,Lidiane Pacheco,036.690.967-05,Ana Lima,25.97,9,September,Monday
188,2023-11-12,Sandália Rasteira 36,1,67.66,Dinheiro,Ailton Bastos,699.016.272-04,Fernanda Costa,67.66,11,November,Sunday
197,2023-05-18,Jaqueta Couro M,2,258.75,Cartão de Débito,Thiago Carvalho,117.182.278-24,Não identificado,517.5,5,May,Thursday
27,2023-03-01,Calça Jeans 42,1,113.94,Pix,Carlos Souza,103.413.164-75,Fernanda Costa,113.94,3,March,Wednesday
455,2023-01-06,Camiseta Básica M,4,43.78,Cartão de Débito,Ana Oliveira,637.940.265-42,Roberto Dias,175.12,1,January,Friday
187,2023-03-10,Sandália Rasteira 36,2,49.62,Cartão de Débito,Larissa Campos,400.842.710-94,Carlos Souza,99.24,3,March,Friday
346,2023-04-24,Jaqueta Couro M,3,284.15999999999997,Dinheiro,Terezinha Barros,777.520.471-16,Roberto Dias,852.4799999999999,4,April,Monday
466,2023-03-01,Camiseta Básica M,3,44.75,Cartão de Débito,Gustavo Araujo,651.333.872-62,Roberto Dias,134.25,3,March,Wednesday
485,2023-07-10,Calça Jeans 42,1,113.55,Cartão de Crédito,Alexandre Pires,693.406.088-35,Roberto Dias,113.55,7,July,Monday
264,2023-09-16,Calça Jeans 42,3,124.31,Cartão de Crédito,Thiago Carvalho,117.182.278-24,Não identificado,372.93,9,September,Saturday
57,2023-05-07,Jaqueta Couro M,1,278.15,Cartão de Débito,Ailton Bastos,699.016.272-04,Fernanda Costa,278.15,5,May,Sunday
344,2023-03-21,Jaqueta Couro M,4,255.31,Pix,Felipe Ribeiro,148.932.528-80,Ana Lima,1021.24,3,March,Tuesday
83,2023-10-15,Camiseta Básica M,2,52.38,Cartão de Crédito,Paulo Correia,164.005.242-78,Ana Lima,104.76,10,October,Sunday
213,2023-10-21,Blusa de Frio G,1,90.41,Pix,Wanderson Reis,727.743.487-34,Carlos Souza,90.41,10,October,Saturday
277,2023-11-26,Boné Aba Curva,1,45.61,Dinheiro,Aline Nascimento,311.656.670-10,Fernanda Costa,45.61,11,November,Sunday
437,2023-09-26,Vestido Floral P,3,78.8,Cartão de Débito,Alexandre Pires,693.406.088-35,Ana Lima,236.39999999999998,9,September,Tuesday
304,2023-01-24,Jaqueta Couro M,2,271.8,Pix,Bruno Alves,238.849.696-53,Roberto Dias,543.6,1,January,Tuesday
34,2023-10-31,Camiseta Básica M,2,47.62,Pix,Elisa Coutinho,653.755.646-41,Ana Lima,95.24,10,October,Tuesday
341,2023-04-09,Camiseta Básica M,1,47.57,Cartão de Crédito,Paulo Correia,543.534.624-75,Fernanda Costa,47.57,4,April,Sunday
